98,1.100676
113,2.1479609999999996
132,2.2259939999999996
22,2.057607
79,0.878898
73,2.7516899999999995
75,1.0144289999999998
74,1.0513919999999999
85,1.030857
73,0.8090789999999999
123,2.1315329999999997
103,2.402595
85,1.10889
0,5.0187539999999995
0,5.022861
0,5.022861
0,5.0187539999999995
0,5.022861
151,1.54808
23,1.54808
150,1.54808
87,1.0611599999999999
47,0.88652
130,1.54808
64,1.54808
99,1.54808
117,1.54808
56,1.50368
0,0.90872
88,0.94128
84,1.32164
138,1.54808
2,1.42376
87,1.54808
70,1.54808
0,1.43856
68,0.82436
222,1.54808
110,1.17216
51,0.92648
75,0.84212
72,0.8273199999999999
86,0.85692
87,0.8628399999999999
0,1.1144399999999999
145,0.97532
122,1.0611599999999999
0,1.11296
0,1.09076
91,1.21952
86,1.39416
97,1.0877999999999999
0,1.37788
0,1.13516
81,1.33052
85,1.0064
88,1.1692
78,1.26392
0,1.31424
77,1.47112
104,1.54808
140,1.54808
11,1.44744
17,1.54216
172,1.54808
47,1.3246
145,1.54808
94,1.30832
88,1.38232
0,1.0655999999999999
239,1.54808
0,1.29056
99,1.0655999999999999
99,1.06708
